date,temperature_2m_mean,precipitation_sum,precipitation_hours
2024-06-08,7.4,0.7,3.0
2024-06-09,7.5,2.3,7.0
2024-06-10,7.9,5.2,8.0
2024-06-11,9.4,12.3,11.0
2024-06-12,7.8,26.3,16.0
2024-06-13,7.4,6.1,8.0
2024-06-14,7.5,4.7,9.0
2024-06-15,7.4,9.6,9.0
2024-06-16,10.1,6.8,8.0
2024-06-17,8.2,26.8,22.0
2024-06-18,7.0,8.9,9.0
2024-06-19,8.1,6.8,7.0
2024-06-20,9.6,3.9,6.0
2024-06-21,9.2,15.2,15.0
2024-06-22,8.8,5.2,9.0
2024-06-23,9.0,16.6,15.0
2024-06-24,8.1,7.1,9.0
2024-06-25,10.1,5.1,3.0
2024-06-26,11.6,0.7,5.0
2024-06-27,13.4,0.3,1.0
2024-06-28,12.2,13.0,15.0
2024-06-29,11.0,3.7,7.0
2024-06-30,10.2,15.1,15.0
2024-07-01,8.0,54.4,24.0
2024-07-02,5.5,2.9,3.0
2024-07-03,10.4,0.8,2.0
2024-07-04,10.8,0.8,8.0
2024-07-05,7.6,49.6,23.0
2024-07-06,9.1,2.4,11.0
2024-07-07,9.2,12.2,19.0
2024-07-08,7.8,24.2,21.0
2024-07-09,8.2,10.9,10.0
2024-07-10,8.6,15.7,17.0
2024-07-11,8.8,1.5,8.0
2024-07-12,10.8,7.5,11.0
2024-07-13,8.9,11.2,9.0
2024-07-14,8.4,9.5,9.0
2024-07-15,9.6,2.2,7.0
2024-07-16,9.9,3.3,7.0
2024-07-17,10.9,9.6,18.0
2024-07-18,8.8,8.7,13.0
2024-07-19,9.3,2.3,4.0
2024-07-20,11.0,1.6,7.0
2024-07-21,11.4,3.3,9.0
2024-07-22,12.5,1.8,7.0
2024-07-23,10.0,13.0,10.0
2024-07-24,11.1,4.3,8.0
2024-07-25,12.1,0.4,4.0
2024-07-26,13.7,0.4,4.0
2024-07-27,15.5,1.5,5.0
2024-07-28,13.6,0.6,6.0
2024-07-29,15.0,1.7,5.0
2024-07-30,14.8,7.1,6.0
2024-07-31,13.0,3.8,4.0
2024-08-01,15.5,12.9,15.0
2024-08-02,12.0,7.2,7.0
2024-08-03,13.5,0.1,1.0
2024-08-04,12.6,1.9,6.0
2024-08-05,12.2,20.8,16.0
2024-08-06,9.5,9.2,10.0
2024-08-07,10.7,2.0,6.0
2024-08-08,12.6,0.0,0.0
2024-08-09,13.9,0.6,4.0
2024-08-10,10.8,11.1,16.0
2024-08-11,9.6,7.7,13.0
2024-08-12,10.8,0.7,6.0
2024-08-13,13.6,0.3,3.0
2024-08-14,12.6,14.4,9.0
2024-08-15,14.4,0.7,5.0
2024-08-16,13.1,3.6,7.0
2024-08-17,13.0,6.4,11.0
2024-08-18,9.8,6.6,12.0
2024-08-19,8.2,0.4,4.0
2024-08-20,10.4,0.2,2.0
2024-08-21,10.0,0.7,5.0
2024-08-22,8.4,5.6,7.0
2024-08-23,9.4,1.1,7.0
2024-08-24,9.4,4.6,14.0
2024-08-25,10.0,0.4,3.0
2024-08-26,10.0,2.6,7.0
2024-08-27,10.5,2.3,4.0
2024-08-28,8.5,7.3,8.0
2024-08-29,6.3,1.0,8.0
2024-08-30,7.3,0.0,0.0
2024-08-31,10.5,0.7,3.0
2024-09-01,8.6,0.6,5.0
2024-09-02,5.0,0.5,4.0
2024-09-03,6.9,0.0,0.0
2024-09-04,8.8,0.1,1.0
2024-09-05,10.0,0.0,0.0
2024-09-06,7.5,12.9,9.0
2024-09-07,1.3,1.1,3.0
2024-09-08,6.3,26.4,12.0
2024-09-09,0.8,18.7,13.0
2024-09-10,2.3,0.1,1.0
2024-09-11,3.2,0.0,0.0
2024-09-12,7.3,0.0,0.0
2024-09-13,5.9,0.3,3.0
2024-09-14,5.5,2.8,5.0
2024-09-15,5.5,3.0,3.0
2024-09-16,7.5,2.3,4.0
2024-09-17,4.8,4.2,10.0
2024-09-18,5.7,0.2,1.0
2024-09-19,8.0,0.4,2.0
2024-09-20,8.6,0.2,2.0
2024-09-21,9.5,0.8,4.0
2024-09-22,10.1,0.3,2.0
2024-09-23,9.4,0.4,2.0
2024-09-24,8.6,0.0,0.0
2024-09-25,9.9,6.8,6.0
2024-09-26,3.1,54.4,24.0
2024-09-27,-0.5,16.2,12.0
2024-09-28,-2.9,0.0,0.0
2024-09-29,2.3,0.0,0.0
2024-09-30,1.8,1.8,5.0
2024-10-01,2.5,0.1,1.0
